ORDERNUMBER,QUANTITYORDERED,PRICEEACH,CALCULATED_PRICE,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10342,25,66.74,1668.4999999999998,5,1927.1175000000003,2004-11-24,Shipped,4,11,2004,Classic Cars,80,S18_3278,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10155,23,72.62,1670.2600000000002,6,1929.1503000000002,2003-10-06,Shipped,4,10,2003,Planes,68,S24_2841,"TOYS OF FINLAND, CO.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,Karttunen,Matti,Small
10155,34,49.16,1671.4399999999998,8,1930.5132000000003,2003-10-06,Shipped,4,10,2003,Planes,49,S72_1253,"TOYS OF FINLAND, CO.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,Karttunen,Matti,Small
10296,31,53.92,1671.52,9,1930.6056,2004-09-15,Shipped,3,9,2004,Vintage Cars,65,S24_3420,"BAVARIAN COLLECTABLES IMPORTS, CO.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,Donnermeyer,Michael,Small
10302,23,72.7,1672.1000000000001,3,1931.2755,2003-10-06,Shipped,4,10,2003,Classic Cars,71,S18_4933,"UK COLLECTABLES, LTD.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,Devon,Elizabeth,Small
10281,29,57.73,1674.1699999999998,7,1933.6663500000004,2004-08-19,Shipped,3,8,2004,Trucks and Buses,60,S18_2432,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
10311,25,66.99,1674.7499999999998,2,1934.3362500000003,2004-10-16,Shipped,4,10,2004,Classic Cars,71,S18_4933,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10304,34,49.3,1676.1999999999998,4,1936.0110000000004,2004-10-11,Shipped,4,10,2004,Vintage Cars,50,S18_4668,AUTO ASSOC. & CIE.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,Tonini,Daniel,Small
10152,33,50.95,1681.3500000000001,2,1941.95925,2003-09-25,Shipped,3,9,2003,Trains,62,S32_3207,"AUSTRALIAN GIFT NETWORK, CO",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Small
10241,22,76.43,1681.46,8,1942.0863000000004,2004-04-13,Shipped,2,4,2004,Classic Cars,73,S24_1046,MINI CARAVY,88.60.1555,"24, place Kluber",Strasbourg,,67000,France,Citeaux,Frederique,Small
10275,27,62.31,1682.3700000000001,10,1943.13735,2004-07-23,Shipped,3,7,2004,Planes,72,S24_4278,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Small
10142,24,70.22,1685.28,7,1946.4984000000002,2003-08-08,Shipped,3,8,2003,Vintage Cars,87,S18_4522,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10300,22,76.61,1685.42,6,1946.6601000000005,2003-10-04,Shipped,4,10,2003,Classic Cars,79,S12_3990,"BLAUER SEE AUTO, CO.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,Keitel,Roland,Small
10331,26,64.9,1687.4,10,1948.9470000000003,2004-11-17,Shipped,4,11,2004,Classic Cars,132,S18_2870,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Small
10288,23,73.41,1688.4299999999998,7,1950.1366500000004,2004-09-01,Shipped,3,9,2004,Classic Cars,71,S18_4933,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10100,49,34.47,1689.03,1,1950.8296500000004,2003-01-06,Shipped,1,1,2003,Vintage Cars,41,S24_3969,ONLINE DIECAST CREATIONS CO.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Small
10255,37,45.7,1690.9,2,1952.9895000000004,2004-06-04,Shipped,2,6,2004,Vintage Cars,44,S24_2022,MINI CARAVY,88.60.1555,"24, place Kluber",Strasbourg,,67000,France,Citeaux,Frederique,Small
10283,33,51.32,1693.56,12,1956.0618000000002,2004-08-20,Shipped,3,8,2004,Ships,54,S72_3212,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10391,44,38.5,1694.0,5,1956.5700000000002,2005-03-09,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
10224,43,39.43,1695.49,2,1958.29095,2004-02-21,Shipped,1,2,2004,Motorcycles,40,S32_2206,DAEDALUS DESIGNS IMPORTS,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,Rance,Martine,Small
10223,28,60.57,1695.96,5,1958.8338,2004-02-20,Shipped,1,2,2004,Motorcycles,60,S18_2625,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10273,37,45.86,1696.82,10,1959.8271000000002,2004-07-21,Shipped,3,7,2004,Ships,54,S72_3212,PETIT AUTO,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Dewey,Catherine,Small
10296,22,77.15,1697.3000000000002,14,1960.3815000000002,2004-09-15,Shipped,3,9,2004,Vintage Cars,83,S24_3816,"BAVARIAN COLLECTABLES IMPORTS, CO.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,Donnermeyer,Michael,Small
10242,46,36.93,1698.78,1,1962.0909000000001,2004-04-20,Shipped,2,4,2004,Vintage Cars,41,S24_3969,MICROSCALE INC.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Kuo,Kee,Small
10140,28,60.76,1701.28,7,1964.9784000000002,2003-07-24,Shipped,3,7,2003,Trucks and Buses,64,S32_3522,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10381,35,48.62,1701.6999999999998,7,1965.4635000000003,2005-02-17,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10383,32,53.18,1701.76,5,1965.5328000000002,2005-02-22,Shipped,1,2,2005,Trucks and Buses,54,S32_2509,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10124,45,37.84,1702.8000000000002,2,1966.7340000000002,2003-05-21,Shipped,2,5,2003,Vintage Cars,33,S24_1937,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
10246,35,48.7,1704.5,7,1968.6975000000002,2004-05-05,Shipped,2,5,2004,Trucks and Buses,54,S32_2509,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10159,21,81.21,1705.4099999999999,5,1969.7485500000003,2003-10-10,Shipped,4,10,2003,Classic Cars,80,S18_3278,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10104,32,53.31,1705.92,2,1970.3376000000003,2003-01-31,Shipped,1,1,2003,Trains,58,S50_1514,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10253,40,42.67,1706.8000000000002,7,1971.3540000000003,2004-06-01,Cancelled,2,6,2004,Classic Cars,37,S24_2972,"UK COLLECTABLES, LTD.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,Devon,Elizabeth,Small
10169,34,50.21,1707.14,1,1971.7467000000001,2003-11-04,Shipped,4,11,2003,Classic Cars,61,S24_3371,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
10122,34,50.21,1707.14,9,1971.7467000000001,2003-05-08,Shipped,2,5,2003,Classic Cars,61,S24_3371,MARSEILLE MINI AUTOS,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,Lebihan,Laurence,Small
10281,31,55.19,1710.8899999999999,3,1976.0779500000003,2004-08-19,Shipped,3,8,2004,Trucks and Buses,54,S32_2509,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
10350,34,50.33,1711.22,7,1976.4591000000003,2004-12-02,Shipped,4,12,2004,Ships,122,S24_2011,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10116,27,63.38,1711.26,1,1976.5053000000003,2003-04-11,Shipped,2,4,2003,Trains,62,S32_3207,ROYALE BELGE,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,Cartrain,Pascale,Small
10284,33,51.93,1713.69,5,1979.3119500000003,2004-08-21,Shipped,3,8,2004,Vintage Cars,43,S50_1341,"NORWAY GIFTS BY MAIL, CO.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,Klaeboe,Jan,Small
10124,22,77.9,1713.8000000000002,12,1979.439,2003-05-21,Shipped,2,5,2003,Classic Cars,73,S24_1046,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
10131,29,59.18,1716.22,6,1982.2341000000004,2003-06-16,Shipped,2,6,2003,Vintage Cars,65,S24_3420,GIFT IDEAS CORP.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Lewis,Dan,Small
10223,23,74.62,1716.2600000000002,10,1982.2803000000004,2004-02-20,Shipped,1,2,2004,Planes,72,S24_4278,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10368,46,37.34,1717.64,3,1983.8742000000004,2005-01-19,Shipped,1,1,2005,Vintage Cars,41,S24_3969,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10110,29,59.37,1721.73,15,1988.5981500000003,2003-03-18,Shipped,1,3,2003,Classic Cars,50,S24_1628,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10275,38,45.39,1724.82,13,1992.1671000000001,2004-07-23,Shipped,3,7,2004,Vintage Cars,43,S50_1341,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Small
10142,39,44.23,1724.9699999999998,5,1992.3403500000004,2003-08-08,Shipped,3,8,2003,Ships,54,S72_3212,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10344,29,59.53,1726.3700000000001,7,1993.9573500000001,2004-11-25,Shipped,4,11,2004,Classic Cars,73,S24_1046,MARSEILLE MINI AUTOS,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,Lebihan,Laurence,Small
10313,38,45.45,1727.1000000000001,1,1994.8005,2004-10-22,Shipped,4,10,2004,Trucks and Buses,54,S32_2509,CANADIAN GIFT EXCHANGE NETWORK,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10324,25,69.16,1729.0,14,1996.9950000000001,2004-11-05,Shipped,4,11,2004,Classic Cars,57,S24_1444,VITACHROME INC.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
10288,28,61.75,1729.0,4,1996.9950000000001,2004-09-01,Shipped,3,9,2004,Vintage Cars,60,S18_2248,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10110,39,44.35,1729.65,2,1997.7457500000003,2003-03-18,Shipped,1,3,2003,Vintage Cars,44,S24_2022,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10211,41,42.24,1731.8400000000001,9,2000.2752000000003,2004-01-15,Shipped,1,1,2004,Motorcycles,40,S32_2206,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Small
10271,25,69.28,1732.0,11,2000.4600000000003,2004-07-20,Shipped,3,7,2004,Trucks and Buses,60,S18_2432,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10165,25,69.36,1734.0,9,2002.7700000000002,2003-10-22,Shipped,4,10,2003,Classic Cars,57,S24_1444,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Small
10304,44,39.42,1734.48,15,2003.3244000000004,2004-10-11,Shipped,4,10,2004,Vintage Cars,44,S24_2022,AUTO ASSOC. & CIE.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,Tonini,Daniel,Small
10391,37,46.9,1735.3,7,2004.2715000000003,2005-03-09,Shipped,1,3,2005,Classic Cars,147,S10_4962,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
10274,24,72.33,1735.92,3,2004.9876000000004,2004-07-21,Shipped,3,7,2004,Vintage Cars,65,S24_3420,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Small
10252,36,48.28,1738.08,6,2007.4824,2004-05-26,Shipped,2,5,2004,Motorcycles,40,S32_2206,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Small
10284,25,69.6,1739.9999999999998,7,2009.7000000000003,2004-08-21,Shipped,3,8,2004,Planes,80,S700_3167,"NORWAY GIFTS BY MAIL, CO.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,Klaeboe,Jan,Small
10122,35,49.74,1740.9,16,2010.7395000000004,2003-05-08,Shipped,2,5,2003,Motorcycles,62,S18_3782,MARSEILLE MINI AUTOS,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,Lebihan,Laurence,Small
10182,32,54.45,1742.4,2,2012.4720000000004,2003-11-12,Shipped,4,11,2003,Vintage Cars,53,S18_1367,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10104,44,39.6,1742.4,10,2012.4720000000004,2003-01-31,Shipped,1,1,2003,Classic Cars,35,S24_2840,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10249,25,69.7,1742.5,2,2012.5875,2004-05-08,Shipped,2,5,2004,Vintage Cars,65,S24_3420,CAMBRIDGE COLLECTABLES CO.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Tseng,Kyung,Small
10149,30,58.22,1746.6,3,2017.3230000000003,2003-09-12,Shipped,3,9,2003,Vintage Cars,53,S18_1367,SIGNAL COLLECTIBLES LTD.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Small
10356,27,64.69,1746.6299999999999,2,2017.3576500000004,2004-12-09,Shipped,4,12,2004,Classic Cars,142,S18_1984,LYON SOUVENIERS,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,Da Cunha,Daniel,Small
10223,26,67.2,1747.2,15,2018.0160000000003,2004-02-20,Shipped,1,2,2004,Planes,80,S700_3167,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10185,22,79.45,1747.9,5,2018.8245000000002,2003-11-14,Shipped,4,11,2003,Ships,99,S700_3962,MINI CREATIONS LTD.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Small
10371,49,35.71,1749.79,4,2021.0074500000003,2005-01-23,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10314,23,76.22,1753.06,2,2024.7843,2004-10-22,Shipped,4,10,2004,Ships,86,S700_1938,HEINTZE COLLECTABLES,86 21 3555,Smagsloget 45,Aaarhus,,8200,Denmark,Ibsen,Palle,Small
10259,40,43.83,1753.1999999999998,6,2024.9460000000004,2004-06-15,Shipped,2,6,2004,Trucks and Buses,54,S32_2509,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10248,23,76.31,1755.13,2,2027.1751500000005,2004-05-07,Cancelled,2,5,2004,Vintage Cars,83,S24_3816,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10378,33,53.27,1757.91,3,2030.3860500000003,2005-02-10,Shipped,1,2,2005,Classic Cars,140,S24_3856,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10332,20,87.96,1759.1999999999998,5,2031.8760000000002,2004-11-17,Shipped,4,11,2004,Classic Cars,50,S24_1628,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10159,24,73.42,1762.08,3,2035.2024000000001,2003-10-10,Shipped,4,10,2003,Classic Cars,79,S12_3990,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10210,43,41.02,1763.8600000000001,11,2037.2583,2004-01-12,Shipped,1,1,2004,Vintage Cars,43,S50_1341,OSAKA SOUVENIERS CO.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Small
10244,39,45.25,1764.75,9,2038.2862500000003,2004-04-29,Shipped,2,4,2004,Vintage Cars,44,S24_2022,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10328,34,51.93,1765.62,7,2039.2911000000001,2004-11-12,Shipped,4,11,2004,Vintage Cars,43,S50_1341,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Small
10331,26,67.91,1765.6599999999999,12,2039.3373000000004,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_3685,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Small
10246,49,36.07,1767.43,6,2041.3816500000003,2004-05-05,Shipped,2,5,2004,Classic Cars,35,S24_2840,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10308,34,52.09,1771.0600000000002,3,2045.5743000000002,2004-10-15,Shipped,4,10,2004,Motorcycles,60,S18_2625,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
10251,29,61.18,1774.22,6,2049.2241000000004,2004-05-18,Shipped,2,5,2004,Motorcycles,60,S18_2625,TEKNI COLLECTABLES INC.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,Brown,William,Small
10108,26,68.35,1777.1,9,2052.5505000000003,2003-03-03,Shipped,1,3,2003,Classic Cars,80,S18_3278,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Small
10296,22,80.8,1777.6,3,2053.128,2004-09-15,Shipped,3,9,2004,Planes,80,S700_3167,"BAVARIAN COLLECTABLES IMPORTS, CO.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,Donnermeyer,Michael,Small
10153,31,57.41,1779.7099999999998,13,2055.56505,2003-09-28,Shipped,3,9,2003,Trains,58,S50_1514,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10353,40,44.51,1780.3999999999999,7,2056.362,2004-12-04,Shipped,4,12,2004,Vintage Cars,68,S32_4289,GIFT IDEAS CORP.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Lewis,Dan,Small
10423,21,84.82,1781.2199999999998,2,2057.3091000000004,2005-05-30,In Process,2,5,2005,Vintage Cars,104,S18_3136,PETIT AUTO,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Dewey,Catherine,Small
10135,27,66.13,1785.5099999999998,6,2062.26405,2003-07-02,Shipped,3,7,2003,Classic Cars,61,S24_3371,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10135,29,61.64,1787.56,16,2064.6318,2003-07-02,Shipped,3,7,2003,Motorcycles,69,S24_2360,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10208,20,89.4,1788.0,2,2065.1400000000003,2004-01-02,Shipped,1,1,2004,Vintage Cars,88,S24_3151,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10394,46,38.9,1789.3999999999999,6,2066.7570000000005,2005-03-15,Shipped,1,3,2005,Classic Cars,35,S24_2840,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10261,20,89.53,1790.6,9,2068.143,2004-06-17,Shipped,2,6,2004,Vintage Cars,87,S18_4522,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
10275,28,63.97,1791.1599999999999,12,2068.7898000000005,2004-07-23,Shipped,3,7,2004,Vintage Cars,68,S32_4289,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Small
10304,37,48.52,1795.24,12,2073.5022000000004,2004-10-11,Shipped,4,10,2004,Vintage Cars,53,S18_1367,AUTO ASSOC. & CIE.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,Tonini,Daniel,Small
10398,49,36.66,1796.34,5,2074.7727,2005-03-30,Shipped,1,3,2005,Vintage Cars,43,S50_1341,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Small
10313,34,52.87,1797.58,5,2076.2049,2004-10-22,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,CANADIAN GIFT EXCHANGE NETWORK,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10135,24,75.01,1800.2400000000002,8,2079.2772000000004,2003-07-02,Shipped,3,7,2003,Classic Cars,79,S12_3990,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10139,20,90.06,1801.2,2,2080.3860000000004,2003-07-16,Shipped,3,7,2003,Vintage Cars,104,S18_3136,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
10111,28,64.33,1801.24,2,2080.4322,2003-03-25,Shipped,1,3,2003,Vintage Cars,62,S18_2957,MINI WHEELS CO.,6505555787,5557 North Pendale Street,San Francisco,CA,,USA,Murphy,Julie,Small
10409,61,29.54,1801.94,1,2081.2407000000003,2005-04-23,Shipped,2,4,2005,Vintage Cars,33,S24_1937,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10185,28,64.43,1804.0400000000002,6,2083.6662,2003-11-14,Shipped,4,11,2003,Ships,54,S72_3212,MINI CREATIONS LTD.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Small
10195,33,54.68,1804.44,1,2084.1282,2003-11-25,Shipped,4,11,2003,Trains,62,S32_3207,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
10263,24,75.35,1808.3999999999999,11,2088.702,2004-06-28,Shipped,2,6,2004,Planes,72,S24_4278,GIFT DEPOT INC.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Small
10394,30,60.28,1808.4,4,2088.702,2005-03-15,Shipped,1,3,2005,Trains,62,S32_3207,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10389,25,72.38,1809.5,6,2089.9725000000003,2005-03-03,Shipped,1,3,2005,Classic Cars,117,S12_3380,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Small
10149,20,90.57,1811.3999999999999,1,2092.1670000000004,2003-09-12,Shipped,3,9,2003,Vintage Cars,97,S24_4258,SIGNAL COLLECTIBLES LTD.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Small
10215,31,58.71,1820.01,6,2102.11155,2004-01-29,Shipped,1,1,2004,Vintage Cars,62,S18_2957,WEST COAST COLLECTABLES CO.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Thompson,Steve,Small
10388,21,86.77,1822.1699999999998,7,2104.6063500000005,2005-03-03,Shipped,1,3,2005,Motorcycles,193,S10_4698,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
10300,31,58.78,1822.18,4,2104.6179,2003-10-04,Shipped,4,10,2003,Classic Cars,61,S24_3371,"BLAUER SEE AUTO, CO.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,Keitel,Roland,Small
10307,34,53.63,1823.42,4,2106.0501000000004,2004-10-14,Shipped,4,10,2004,Planes,49,S72_1253,"CLASSIC GIFT IDEAS, INC",2155554695,782 First Street,Philadelphia,PA,71270,USA,Cervantes,Francisca,Small
10177,24,76.0,1824.0,3,2106.7200000000003,2003-11-07,Shipped,4,11,2003,Ships,66,S700_1138,CAF IMPORTS,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,Fernandez,Jesus,Small
10235,24,76.03,1824.72,3,2107.5516000000002,2004-04-02,Shipped,2,4,2004,Planes,84,S18_2581,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10390,41,44.56,1826.96,11,2110.1388000000006,2005-03-04,Shipped,1,3,2005,Motorcycles,40,S32_2206,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
